Transcript/RepeatID	chr	start	end	strand	Length	Copies	Annotation/Divergence	B_53A_GSM1153526.CvsH	FPKM	B_CL7B-P12_GSM1153525.CvsH	FPKM	B_PR01086_iPSC-1_A_GSM1153521.CvsH	FPKM	B_PR01086_iPSC-1_B_GSM1153523.CvsH	FPKM	C_PR00818_iPSC-2_A_GSM1153514.CvsH	FPKM	C_PR00818_iPSC-2_B_GSM1153516.CvsH	FPKM	C_PR01209_iPSC-1_A_GSM1153517.CvsH	FPKM	C_PR01209_iPSC-1_B_GSM1153519.CvsH	FPKM	H_ADRC-40_iPSC-2_A_GSM1153507.CvsH	FPKM	H_ADRC-40_iPSC-2_B_GSM1153501.CvsH	FPKM	H_ESC_H1_GSM1153529.CvsH	FPKM	H_ESC_HUES-6_GSM1153528.CvsH	FPKM	H_GM22159_WT-9_iPSC_GSM1153512.CvsH	FPKM	H_WT-126_iPSC_GSM1153513.CvsH	FPKM	H_WT-33_iPSC-1_A_GSM1153510.CvsH	FPKM	H_WT-33_iPSC-1_B_GSM1153509.CvsH	FPKM	c1.CvsH.hg19	FPKM	c2.CvsH.hg19	FPKM	h1.CvsH.hg19	FPKM	h2.CvsH.hg19	FPKM
Merged-chrY-23060815-6	chrY	23057586	23063517	+	5931	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																				
Merged-chr3-172875378-7	chr3	172872214	172880125	-	7911	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.017	0.003	0	0	0.145	0.063	0.014	0.006	0.004	0.003	0.011	0.013	0.005	0.012	0	0	0.022	0.004	0.003	0.001																				
Merged-chr5-160681454-3	chr5	160680122	160682817	+	2695	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004	0	0	0																				
Merged-chr10-20410190-8	chr10	20407332	20414663	-	7331	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.721	0.142	0.891	0.072	0.687	1.149	0.932	0.877	0.036	0.016	0.062	0.033	0.075	0.064	0.049	0	0.651	0.392	0.047	0.015																				
Merged-chrY-14673491-7	chrY	14670337	14678097	-	7760	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0.002	0	0	0.002	0	0	0	0.009	0	0.03	0.013	0.005	0.005	0.005	0	0	0	0	0																				
Merged-chr4-24506277-8	chr4	24501823	24509148	+	7325	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.838	0.199	0.838	0.172	1.02	1.33	0.98	1.008	0.405	0.242	1.162	0.426	0.807	0.997	0.493	0.482	0.91	0.546	0.738	0.62																				
Merged-chr6-95265724-8	chr6	95262861	95270103	-	7242	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.89	0.197	1.113	0.33	1.401	3.092	1.646	0.816	4.73	0.729	25.673	1.116	4.351	3.304	1.16	0.734	0.72	0.924	0.92	0.656																				
Merged-chr6-12671197-8	chr6	12666606	12674067	+	7461	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.132	0.023	0.174	0	0.129	0.261	0.289	0.121	0.012	0	0.044	0.008	0.014	0.027	0.008	0	0.303	0.234	0.026	0.01																				
Merged-chr6-115356710-7	chr6	115352182	115359558	+	7376	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.425	0.176	0.421	0.149	0.623	1.034	0.64	0.284	0.426	0.328	1.668	0.352	0.497	0.992	0.624	0.469	0.38	0.404	1.308	0.701																				
Merged-chrX-142590967-4	chrX	142589205	142592820	-	3615	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0.009	0.011	0	0.015	0.036	0.025	0	0	0	0	0	0	0.01	0	0	0	0	0	0																				
Merged-chr3-137318276-8	chr3	137313666	137320808	+	7142	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.038	0.011	0.022	0.014	0.077	0.064	0.039	0.027	0.068	0	0.63	0	0.003	0.013	0.009	0.011	0.406	0.313	0.008	0.005																				
Merged-chr4-172908692-7	chr4	172906436	172911394	-	4958	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.217	0.046	0.238	0.013	0.361	0.306	0.245	0.394	0.074	0.033	0.022	0.073	0.025	0.098	0.059	0.031	0.653	0.227	0.039	0.027																				
Merged-chr4-136090607-8	chr4	136087805	136095058	-	7253	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.21	0.095	0.195	0.073	0.295	0.576	0.354	0.394	0.014	0.006	0.184	0	0.008	0.036	0.035	0.01	0.58	0.349	0.033	0.06																				
Merged-chr20-156436-8	chr20	152638	160270	+	7632	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.006	0.01	0.005	0	0.014	0.023	0.015	0.006	0.009	0	0.026	0.008	0.011	0.002	0.006	0	0.11	0.045	0.011	0.004																				
Merged-chr4-89075147-6	chr4	89072679	89077666	-	4987	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.009	0.002	0	0.007	0	0.013	0	0.019	0.01	0	0	0.004	0	0.007	0	0.015	0.024	0	0	0																				
Merged-chr19-9861801-3	chr19	9859716	9863483	+	3767	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.024	0.038	0	0.071	0.02	0.011	0.006	0.013	0.147	0.055	0.326	0.315	0.673	0.366	0.195	0.131	0.031	0.011	0.346	0.394																				
Merged-chr5-103370973-8	chr5	103366615	103373810	+	7195	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.006	0.015	0.022	0	0.049	0.054	0.048	0.007	0.019	0.003	0.206	0	0.003	0.005	0.003	0	0.038	0.033	0.016	0.003																				
Merged-chr2-66474669-8	chr2	66470244	66477431	+	7187	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.287	0.416	0.4	0.379	1.093	1.618	1.101	0.875	0.196	0.846	2.876	0.067	0.097	2.391	1.315	1.322	0.673	0.353	2.223	1.116																				
Merged-chr12-48507848-4	chr12	48504684	48510245	-	5561	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0	0.007	0	0	0	0.004	0	0	0	0	0	0	0	0	0	0.014	0.007	0	0.004																				
Merged-chr12-79937298-8	chr12	79932853	79940180	+	7327	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.263	0.642	0.188	0.975	0.347	0.727	0.776	0.234	1.753	0.733	2.35	1.026	1.832	2.272	1.442	1.581	0.552	0.469	2.075	1.3																				
Merged-chr4-125797872-6	chr4	125796113	125799524	-	3411	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003	0	0																				
Merged-chr20-19734335-7	chr20	19731906	19738206	-	6300	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.711	0.157	0.562	0.021	0.975	1.361	0.986	0.567	0.069	0.015	0.152	0.041	0.143	0.195	0.153	0.09	1.347	1.026	0.127	0.044																				
Merged-chr19-23214674-3	chr19	23212309	23216876	-	4567	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0	0	0	0	0.009	0.01	0	0	0	0	0	0	0.004	0	0.008	0	0	0.005	0.005																				
Merged-chr3-83404499-4	chr3	83402542	83406766	-	4224	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0	0	0	0.009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																				
Merged-chr7-99326929-2	chr7	99325516	99328342	+	2826	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0	0	0	0	0	0	0.034	0	0	0.038	0.028	0	0.013	0	0	0.08	0.14	0.095	0.051																				
Merged-chr12-44847208-9	chr12	44843040	44850644	+	7604	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0.008	0	0.009	0.017	0.006	0.003	0.006	0.002	0.003	0.012	0.005	0.003	0.002	0	0	0.025	0.003	0.01	0.006																				
Merged-chr19-46705702-3	chr19	46704001	46707438	-	3437	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																				
Merged-chr13-54843791-4	chr13	54841468	54845705	+	4237	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.137	0.155	0.186	0.18	0.374	0.445	0.357	0.292	1.41	0.593	3.253	1.343	2.395	1.182	1.036	0.906	0.244	0.179	2.204	0.944																				
Merged-chr18-71963612-9	chr18	71959400	71967094	+	7694	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.029	0.015	0.02	0.082	0.014	0.034	0.018	0.031	0.041	0.063	0.042	0.057	0.074	0.031	0.068	0.104	0.166	0.12	0.1	0.084																				
Merged-chr11-81523154-3	chr11	81521825	81524517	+	2692	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.05	0.006	0.029	0.012	0.144	0.08	0.094	0.053	0.006	0	0.007	0	0	0.007	0	0	0.026	0.054	0.004	0																				
Merged-chr14-48730072-14	chr14	48723605	48738280	-	14675	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.015	0.02	0.059	0.011	0.103	0.108	0.091	0.091	0.425	0.834	1.806	0.604	0.513	3.246	3.2	1.01	0.123	0.082	3.298	1.29																				
Merged-chr6-39101911-7	chr6	39098506	39105073	-	6567	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.014	0.028	0	0	0.017	0.023	0.024	0.015	0.159	0.13	0.322	0.043	0.081	0.292	0.144	0.133	0.049	0.044	0.207	0.091																				
Merged-chr2-116944475-9	chr2	116940534	116949322	-	8788	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.02	0	0.004	0.004	0.017	0.02	0.003	0.016	0	0	0.016	0.011	0.007	0	0	0	0.015	0.008	0.002	0.001																				
Merged-chr6-148964575-8	chr6	148960111	148967439	+	7328	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.067	0.038	0.086	0.014	0.118	0.142	0.138	0.065	0.005	0	0.076	0.005	0.022	0.015	0.009	0.01	0.174	0.21	0.015	0.011																				
Merged-chr12-59499075-8	chr12	59494641	59501679	+	7038	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.032	0.181	0.039	0.099	0.076	0.175	0.088	0.034	0.02	0.029	0.085	0.037	0.023	0.05	0.072	0.049	0.066	0.047	0.031	0.025																				
Merged-chr4-90888001-8	chr4	90885144	90892405	-	7261	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	1.332	0.351	1.528	0.165	1.318	1.464	1.317	1.417	0.029	0.057	0.127	0.116	0.087	0.231	0.124	0.141	1.887	0.542	0.453	0.253																				
Merged-chr18-62352525-8	chr18	62348166	62355358	+	7192	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.305	0.108	0.235	0.102	0.395	0.431	0.348	0.285	0.002	0.003	0.005	0.011	0.006	0.01	0.009	0	1.08	0.66	0.01	0.009																				
Merged-chr1-83424975-7	chr1	83420200	83428072	+	7872	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0	0.01	0	0.014	0.041	0.029	0	0.009	0	0.011	0.003	0.008	0.005	0	0.005	0.004	0.004	0.008	0.006																				
Merged-chr5-12665645-5	chr5	12663029	12669218	-	6189	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	1.78	0.332	1.741	0.166	1.961	2.593	1.693	1.832	3.762	3.306	11.395	4.068	5.706	5.921	5.187	3.879	2.168	0.653	6.516	4.753																				
Merged-chrY-5194896-8	chrY	5192052	5199243	-	7191	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	1.27	0.369	1.099	0.226	2.234	1.617	2.589	1.564	0.311	0.282	1.558	0.02	0.418	0.681	0.494	0.449	2.032	0.705	0.837	0.401																				
Merged-chr4-95304973-4	chr4	95303273	95306956	-	3683	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.024	0.011	0.011	0	0.03	0.065	0.025	0	0.099	0.044	0.191	0.011	0.117	0.076	0.046	0.113	0.005	0.003	0.12	0.114																				
Merged-chr8-8040031-6	chr8	8037383	8042181	+	4798	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.019	0.032	0.025	0.097	0.046	0.005	0.014	0.04	0.036	0	0.068	0.017	0.017	0.043	0.013	0.008	0.068	0.02	0.079	0.09																				
Merged-chr12-29427941-3	chr12	29426687	29429199	+	2512	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0.013	0	0	0.007	0	0	0	0	0	0	0.016	0	0	0	0	0.016	0	0.009	0.013																				
Merged-chr14-102711396-3	chr14	102709744	102712923	+	3179	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0.005	0	0	0	0	0	0	0	0	0.006	0	0	0	0.013	0	0.019	0.01	0	0.01																				
Merged-chr13-78508351-5	chr13	78506562	78510374	-	3812	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.023	0.002	0.01	0	0.005	0.017	0.006	0.025	0.014	0	0.014	0.016	0.016	0.01	0	0	0.059	0.098	0.02	0																				
Merged-chrY-21574260-2	chrY	21573100	21575421	+	2321	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																				
Merged-chr10-59854244-2	chr10	59853048	59855441	-	2393	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																				
Merged-chr3-145431839-8	chr3	145427457	145434681	+	7224	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.037	0.019	0	0.018	0.015	0.021	0.019	0	0	0.006	0.015	0.003	0.006	0.005	0.003	0.011	0.069	0.055	0.022	0.008																				
Merged-chrX-16199530-9	chrX	16196529	16203354	-	6825	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	1.201	5.299	1.303	1.436	2.186	1.545	0.971	2.032	0.142	0.034	0.05	0.029	0.066	0.3	0.157	0.033	8.321	5.298	0.09	0.05																				
Merged-chr8-61218634-3	chr8	61217149	61220116	-	2967	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0	0	0	0.012	0.029	0.015	0	0	0	0	0	0	0	0	0	0	0.007	0	0																				
Merged-chr13-49441241-2	chr13	49440038	49442444	-	2406	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																				
Merged-chr2-192998418-9	chr2	192994328	193001620	-	7292	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	1.105	0.543	1.084	0.264	1.282	1.636	1.079	1.098	0.021	0.022	0.079	0.006	0.025	0.094	0.04	0.073	1.395	0.868	0.129	0.166																				
Merged-chr1-116057712-2	chr1	116056566	116058859	-	2293	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0	0	0	0.064	0	0	0.042	0.015	0	0	0	0	0	0	0	0	0.005	0	0																				
Merged-chr5-81254295-4	chr5	81252719	81255849	+	3130	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0.019	0.075	0	0.088	0.083	0.029	0	0	0.066	0.017	0.006	0.02	0.375	0.275	0.134	0.129	0.705	0.417	0.088																				
Merged-chr4-95309313-2	chr4	95307412	95311215	-	3803	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.718	0.144	0.817	0.175	0.766	1.464	0.965	0.664	0.018	0.055	0.086	0.079	0.081	0.078	0.055	0.08	1.102	0.98	0.071	0.05																				
Merged-chr7-120527781-8	chr7	120524938	120532241	-	7303	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.178	0.034	0.259	0.014	0.242	0.507	0.352	0.235	0.024	0.006	0.025	0.003	0.006	0.043	0.035	0.042	0.073	0.026	0.01	0.005																				
Merged-chr8-27730912-2	chr8	27729778	27732047	+	2269	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.028	0	0																				
Merged-chr18-32938168-7	chr18	32935309	32942551	-	7242	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.049	0.094	0.038	0.092	0.066	0.114	0.095	0.046	0.017	0.003	0.04	0.011	0.017	0.069	0.049	0.037	0.027	0.017	0.068	0.031																				
Merged-chrX-112421721-8	chrX	112418591	112424715	-	6124	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.022	0.019	0.026	0	0.033	0.011	0.011	0.016	0.009	0	0.003	0	0.023	0.027	0	0.012	0.01	0.008	0.023	0.031																				
Merged-chr1-144297290-4	chr1	144295713	144298855	+	3142	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0	0	0	0	0	0	0	0	0	0.006	0	0	0.012	0	0	0	0	0.007	0.007																				
Merged-chrY-21108552-4	chrY	21106033	21111555	-	5522	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0.006	0	0.03	0	0	0	0	0.006	0	0.007	0	0	0	0	0	0	0	0	0																				
Merged-chr3-167152310-8	chr3	167147768	167155717	+	7949	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.028	0.05	0.129	0.029	0.044	0.049	0.023	0.042	0.009	0	0.016	0.005	0.003	0.007	0	0.005	0.062	0.016	0.022	0.018																				
Merged-chr12-8432967-6	chr12	8430817	8435618	-	4801	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0.058	0.008	0.097	0.023	0.072	0.029	0.05	0.007	0	0.034	0.013	0.021	0	0.035	0.008	0.074	0.05	0.031	0.032																				
Merged-chr2-57460235-7	chr2	57457058	57463161	+	6103	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.007	0.004	0	0	0.012	0.053	0.023	0	0.026	0.004	0.03	0.013	0.003	0.012	0.014	0	0.006	0.003	0.009	0.004																				
Merged-chr1-144477519-4	chr1	144475943	144479084	+	3141	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0	0	0	0	0	0	0	0.033	0	0.052	0	0.007	0	0	0	0	0	0	0																				
Merged-chr4-180647871-4	chr4	180646156	180650035	+	3879	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.439	0.017	0.385	0.026	0.238	0.402	0.29	0.307	0	0	0.005	0.005	0	0	0	0	0.413	0.215	0	0																				
Merged-chr5-128006464-3	chr5	128005139	128007826	-	2687	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0	0	0	0	0	0	0	0.032	0.017	0.047	0	0.008	0.049	0.086	0	0	0	0.008	0.008																				
Merged-chr16-34971858-3	chr16	34970028	34974176	-	4148	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																				
Merged-chr10-5513441-2	chr10	5511935	5514948	+	3013	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.758	0.008	1.044	0.011	1.316	1.423	1.088	1.36	0.006	0	0.018	0	0	0.006	0	0	0.767	0.625	0	0																				
Merged-chr14-21169416-2	chr14	21168204	21170628	+	2424	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.148	0.247	0.162	0.123	0.388	0.152	0.142	0.079	0.057	0.086	0.41	0.241	0.245	0.207	0.321	0.031	0.45	0.468	0.307	0.055																				
Merged-chr3-38124631-2	chr3	38123320	38125943	-	2623	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.102	0.145	0.015	0.215	0.64	0.52	0.175	0.345	0.013	0.018	0.055	0.023	0.031	0.05	0.032	0.043	0.03	0.02	0.066	0.03																				
Merged-chrX-126365363-6	chrX	126362019	126367795	+	5776	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0.003	0	0	0	0	0	0	0	0	0	0.007	0	0.006	0.004	0	0	0	0	0.002																				
Merged-chr3-27642561-7	chr3	27639708	27645422	+	5714	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0	0	0	0.006	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0																				
Merged-chr3-8222346-8	chr3	8217923	8225198	+	7275	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.031	0.03	0.032	0.037	0.205	0.083	0.095	0.046	0.129	0.029	0.104	0.041	0.039	0.061	0.04	0.073	0.077	0.066	0.132	0.087																				
Merged-chr5-126177623-8	chr5	126174249	126182172	-	7923	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.379	0.353	0.447	0.432	0.582	1.025	0.669	0.547	1.324	0.835	28.209	1.409	9.015	8.56	3.792	3.016	0.664	0.307	6.744	7.793																				
Merged-chr13-56154476-8	chr13	56151587	56158997	-	7410	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	1.571	1.534	1.523	1.152	2.145	2.727	1.897	2.135	30.991	2.743	124.27	11.156	7.96	11.756	10.093	5.414	10.326	2.887	30.481	9.236																				
Merged-chr1-218769412-10	chr1	218766186	218774192	+	8006	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.246	0.095	0.275	0.087	0.323	0.582	0.699	0.184	0.147	0.06	0.09	0.098	0.118	0.354	0.21	0.161	0.2	0.078	0.47	0.199																				
